"Date","Volume","OpenInt"
06/28/1999,1,1
06/29/1999,0,1
06/30/1999,0,1
07/01/1999,0,1
07/06/1999,0,1
07/07/1999,0,1
07/08/1999,0,1
07/09/1999,0,1
07/12/1999,0,1
07/13/1999,0,1
07/14/1999,0,1
07/15/1999,0,1
07/16/1999,0,1
07/19/1999,0,1
07/20/1999,0,1
07/21/1999,0,1
07/22/1999,0,1
07/23/1999,0,1
07/26/1999,0,1
07/27/1999,0,1
07/28/1999,0,1
07/29/1999,0,1
07/30/1999,0,1
08/02/1999,0,1
08/03/1999,0,1
08/04/1999,0,1
08/05/1999,0,1
08/06/1999,0,1
08/09/1999,0,1
08/10/1999,0,1
08/11/1999,0,1
08/12/1999,0,1
08/13/1999,0,1
08/16/1999,0,1
08/17/1999,0,1
08/18/1999,0,1
08/19/1999,0,1
08/20/1999,0,1
08/23/1999,0,1
08/24/1999,0,1
08/25/1999,1,1
08/26/1999,0,1
08/27/1999,0,1
08/30/1999,0,1
08/31/1999,0,1
09/01/1999,0,1
09/02/1999,0,1
10/29/1999,1,1
11/01/1999,0,1
11/02/1999,0,1
11/03/1999,1,2
11/04/1999,0,2
11/05/1999,8,10
11/08/1999,4,14
11/09/1999,2,14
11/10/1999,1,15
11/12/1999,10,25
11/15/1999,2,25
11/16/1999,0,25
11/17/1999,0,25
11/18/1999,0,25
11/19/1999,2,25
11/22/1999,0,25
11/23/1999,2,25
11/24/1999,0,25
11/26/1999,0,25
11/29/1999,0,25
11/30/1999,4,29
12/01/1999,6,30
12/02/1999,18,48
12/03/1999,0,48
12/06/1999,0,48
12/07/1999,1,47
12/08/1999,0,47
12/09/1999,2,49
12/10/1999,16,58
12/13/1999,11,58
12/14/1999,44,78
12/15/1999,27,89
12/16/1999,1,89
12/17/1999,17,80
12/20/1999,1,80
12/21/1999,1,81
12/22/1999,3,81
12/23/1999,81,144
12/27/1999,0,144
12/28/1999,5,142
12/29/1999,13,142
12/30/1999,1,143
12/31/1999,2,0
01/03/2000,115,139
01/04/2000,73,151
01/05/2000,136,195
01/06/2000,4,193
01/07/2000,2,192
01/10/2000,95,201
01/11/2000,6,203
01/12/2000,1,203
01/13/2000,5,205
01/14/2000,44,222
01/18/2000,31,242
01/19/2000,3,238
01/20/2000,27,253
01/21/2000,12,257
01/24/2000,57,274
01/25/2000,11,282
01/26/2000,5,285
01/27/2000,52,281
01/28/2000,15,272
01/31/2000,22,278
02/01/2000,38,290
02/02/2000,12,299
02/03/2000,27,296
02/04/2000,68,353
02/07/2000,18,359
02/08/2000,23,368
02/09/2000,96,410
02/10/2000,74,460
02/11/2000,64,504
02/14/2000,37,494
02/15/2000,73,507
02/16/2000,41,511
02/17/2000,59,532
02/18/2000,38,543
02/22/2000,486,722
02/23/2000,223,807
02/24/2000,385,980
02/25/2000,678,1237
02/28/2000,512,1363
02/29/2000,1168,1561
03/01/2000,286,1544
03/02/2000,1312,2493
03/03/2000,4493,6172
03/06/2000,12865,14362
03/07/2000,10652,17113
03/08/2000,21938,31728
03/09/2000,25116,43326
03/10/2000,12539,44569
03/13/2000,10904,46368
03/14/2000,7679,46293
03/15/2000,7652,45013
03/16/2000,11823,43901
03/17/2000,8705,44074
03/20/2000,9657,44282
03/21/2000,15439,47842
03/22/2000,13967,48831
03/23/2000,29842,44532
03/24/2000,26778,41464
03/27/2000,15032,39599
03/28/2000,10672,39438
03/29/2000,16300,39239
03/30/2000,8034,39016
03/31/2000,5290,38915
04/03/2000,10383,38930
04/04/2000,23737,38977
04/05/2000,19836,41455
04/06/2000,7943,40457
04/07/2000,13214,40309
04/10/2000,5026,40432
04/11/2000,13704,40206
04/12/2000,17070,39130
04/13/2000,11055,39863
04/14/2000,15559,40574
04/17/2000,14910,40628
04/18/2000,19220,41161
04/19/2000,14382,42720
04/20/2000,8555,42784
04/24/2000,5161,42308
04/25/2000,14954,44494
04/26/2000,7883,43638
04/27/2000,9710,45323
04/28/2000,8050,45460
05/01/2000,4914,45211
05/02/2000,5682,44472
05/03/2000,7862,44461
05/04/2000,13173,45196
05/05/2000,10332,44985
05/08/2000,6184,45434
05/09/2000,5047,45756
05/10/2000,10774,48988
05/11/2000,8966,48320
05/12/2000,17674,46189
05/15/2000,10210,44682
05/16/2000,7411,44467
05/17/2000,17263,48125
05/18/2000,6651,48383
05/19/2000,8620,47440
05/22/2000,9352,46808
05/23/2000,9668,47142
05/24/2000,11517,46889
05/25/2000,9823,46820
05/26/2000,24957,43499
05/30/2000,17634,43031
05/31/2000,8567,41679
06/01/2000,6631,41088
06/02/2000,15049,41811
06/05/2000,9877,38701
06/06/2000,17180,36859
06/07/2000,16537,40564
06/08/2000,13545,37631
06/09/2000,14907,33300
06/12/2000,5400,30506
06/13/2000,6218,28960
06/14/2000,8286,21888
06/15/2000,965,21290
06/16/2000,1589,20374
06/19/2000,1160,19711
